trip_id,driver_id,start_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,fare_amount,hour,dist_km
TRIP-44322,DRV-083,2024-06-22 20:02:55.103000+00:00,17.073006,76.174528,17.15093,76.184528,21.09,20,8.72968137106955
TRIP-02582,DRV-050,2024-06-17 19:42:58.868000+00:00,16.982968,76.1976,16.930201,76.148295,15.56,19,7.869399871352257
TRIP-08798,DRV-066,2024-06-23 20:09:48.463000+00:00,17.048257,76.188645,17.149862,76.19799,19.42,20,11.341531150744975
TRIP-44359,DRV-011,2024-06-12 17:26:32.894000+00:00,17.01612,76.259348,16.948404,76.191213,19.14,17,10.449839491733464
TRIP-02257,DRV-086,2024-06-24 19:47:07.737000+00:00,17.016335,76.155605,16.95805,76.190438,15.29,19,7.464909730561701
TRIP-21183,DRV-073,2024-06-02 18:36:35.403000+00:00,16.957848,76.218039,17.018846,76.26244,18.3,18,8.2643394559197
TRIP-13653,DRV-010,2024-06-22 19:24:55.399000+00:00,17.058299,76.233497,17.124467,76.160906,18.39,19,10.661098358696785
TRIP-38709,DRV-029,2024-06-05 17:43:27.474000+00:00,17.13001,76.157004,17.064592,76.166156,17.25,17,7.338894007528127
TRIP-25414,DRV-054,2024-06-01 17:39:18.688000+00:00,17.006122,76.206101,16.941939,76.214935,17.09,17,7.198397381813086
TRIP-26130,DRV-020,2024-06-13 19:41:47.938000+00:00,17.05541,76.294055,17.025115,76.365389,19.36,19,8.298263801668211
TRIP-46575,DRV-060,2024-06-23 17:55:28.821000+00:00,17.03006,76.169381,17.054058,76.253361,18.08,17,9.318358942098259
TRIP-47729,DRV-055,2024-06-11 17:56:56.347000+00:00,17.023815,76.195963,16.960873,76.225351,12.62,17,7.664862439934893
TRIP-36424,DRV-005,2024-06-03 18:48:24.425000+00:00,17.125013,76.202736,17.010417,76.263314,28.57,18,14.277106620119365
TRIP-26286,DRV-025,2024-06-06 18:02:56.800000+00:00,17.047213,76.309609,17.095417,76.211593,21.52,18,11.716606989334686
TRIP-28028,DRV-068,2024-06-09 19:15:13.973000+00:00,17.004162,76.31548,17.091079,76.410935,27.38,19,14.013695136365932
TRIP-10997,DRV-005,2024-06-17 17:22:07.352000+00:00,17.092077,76.186922,17.130755,76.119793,17.77,17,8.330104403865208
TRIP-17442,DRV-019,2024-06-14 18:16:17.118000+00:00,16.99287,76.189809,17.004736,76.099327,20.81,18,9.71162492016393
TRIP-45571,DRV-034,2024-06-16 20:46:47.395000+00:00,16.974248,76.184763,17.036716,76.164717,14.07,20,7.26582199473708
TRIP-29796,DRV-088,2024-06-04 18:49:22.261000+00:00,17.144373,76.182453,17.187118,76.114801,16.95,18,8.616898519025472
TRIP-08624,DRV-079,2024-06-20 17:37:47.974000+00:00,16.961282,76.288903,17.002314,76.173737,28.56,17,13.069747591208104
TRIP-38999,DRV-048,2024-06-14 18:54:50.461000+00:00,16.995147,76.214673,16.918951,76.179852,20.21,18,9.246708156966866
TRIP-27533,DRV-076,2024-06-21 19:59:18.302000+00:00,17.051845,76.329354,17.031502,76.258089,15.23,19,7.9068400747953405
TRIP-19225,DRV-070,2024-06-22 18:32:19.970000+00:00,17.069651,76.272175,17.113436,76.349785,17.55,18,9.578372327002729
TRIP-41328,DRV-041,2024-06-02 17:00:03.527000+00:00,16.996273,76.324353,16.929337,76.473374,27.96,17,17.510088267410993
TRIP-02370,DRV-041,2024-06-26 17:52:58.321000+00:00,17.144828,76.223371,17.20558,76.383782,36.37,17,18.331560396588007
TRIP-02646,DRV-063,2024-06-16 18:01:54.533000+00:00,16.978505,76.179772,17.03499,76.220222,16.65,18,7.612415738828578
TRIP-31004,DRV-027,2024-06-21 18:10:44.442000+00:00,16.980253,76.188534,16.873734,76.216331,20.06,18,12.207901943077138
TRIP-42089,DRV-028,2024-06-09 17:34:23.307000+00:00,17.092065,76.28239,17.12423,76.407751,24.27,17,13.794429992686162
TRIP-29538,DRV-015,2024-06-03 20:47:36.637000+00:00,17.151254,76.236829,17.208972,76.184142,18.95,20,8.515742644204574
TRIP-44767,DRV-076,2024-06-01 20:32:58.959000+00:00,17.117616,76.344985,17.142279,76.419093,16.72,20,8.338735796108217
TRIP-12883,DRV-071,2024-06-29 20:57:33.629000+00:00,17.096007,76.152556,17.082896,76.082376,17.67,20,7.6002411628878965
TRIP-39879,DRV-042,2024-06-14 17:20:30.914000+00:00,17.089213,76.288277,17.126819,76.185503,23.95,17,11.69538309359454
TRIP-05099,DRV-025,2024-06-16 19:43:25.206000+00:00,17.010837,76.197835,16.925819,76.137871,19.82,19,11.403574098185215
TRIP-20811,DRV-068,2024-06-13 18:53:11.517000+00:00,17.041172,76.258555,17.107912,76.190111,21.67,18,10.392383810719325
TRIP-43218,DRV-048,2024-06-21 20:46:23.996000+00:00,17.065132,76.292907,17.139674,76.436136,28.63,20,17.332463146472325
TRIP-13991,DRV-066,2024-06-26 18:53:33.018000+00:00,17.024078,76.20049,17.080456,76.250004,17.34,18,8.185709285747091
TRIP-32690,DRV-032,2024-06-19 18:48:58.162000+00:00,17.001405,76.159042,16.912378,76.095324,24.98,18,11.996919107075934
TRIP-26241,DRV-058,2024-06-22 18:39:57.885000+00:00,17.032004,76.163635,16.940169,76.113349,23.69,18,11.527078176161139
TRIP-17176,DRV-040,2024-06-13 20:55:55.391000+00:00,16.971615,76.223869,16.910475,76.193277,15.0,20,7.537103723753523
TRIP-25248,DRV-008,2024-06-20 17:30:13.119000+00:00,17.114025,76.20967,17.219922,76.174219,23.11,17,12.36288585842196
TRIP-15334,DRV-067,2024-06-24 20:48:51.751000+00:00,17.136437,76.172868,17.203977,76.154818,15.8,20,7.751060457906309
TRIP-34205,DRV-003,2024-06-25 20:43:06.674000+00:00,16.9796,76.332178,16.907591,76.306236,16.52,20,8.469174926807021
TRIP-38943,DRV-036,2024-06-26 19:18:32.294000+00:00,17.017252,76.259723,16.942602,76.214053,18.21,19,9.617227992628933
TRIP-02715,DRV-065,2024-06-23 18:23:12.024000+00:00,16.996954,76.341624,16.935811,76.382259,18.05,18,8.056119565025705
TRIP-32967,DRV-011,2024-06-23 20:11:13.578000+00:00,17.150444,76.34703,17.269532,76.401957,28.86,20,14.47022199215151
TRIP-14796,DRV-015,2024-06-24 20:44:49.976000+00:00,16.990331,76.202581,16.972962,76.308205,25.24,20,11.397584948967634
TRIP-03644,DRV-044,2024-06-17 20:35:21.750000+00:00,17.098071,76.258979,17.022538,76.320756,22.94,20,10.661472062649748
TRIP-23791,DRV-080,2024-06-07 18:37:43.037000+00:00,17.050703,76.161519,17.142289,76.132122,19.71,18,10.652387746569122
TRIP-20513,DRV-066,2024-06-28 20:59:56.566000+00:00,17.110862,76.257497,17.191562,76.295066,18.46,20,9.821211331189104
TRIP-25545,DRV-083,2024-06-08 18:33:07.494000+00:00,17.003212,76.247456,17.071357,76.29821,16.6,18,9.30228737149408
TRIP-34302,DRV-002,2024-06-21 17:30:24.246000+00:00,17.077693,76.235843,17.005007,76.228784,20.04,17,8.117080713815074
TRIP-26457,DRV-045,2024-06-20 18:41:36.529000+00:00,17.146965,76.175668,17.190949,76.256275,22.79,18,9.86187173987995
TRIP-24071,DRV-098,2024-06-20 18:03:50.289000+00:00,17.106121,76.164357,17.172762,76.116029,21.23,18,9.015555872206525
TRIP-42086,DRV-076,2024-06-01 20:15:11.524000+00:00,17.035447,76.28095,17.107126,76.228163,16.22,20,9.747307647266913
TRIP-00064,DRV-029,2024-06-10 20:18:13.778000+00:00,17.145281,76.215718,17.208608,76.117216,25.79,20,12.613017200475127
TRIP-23409,DRV-046,2024-06-10 19:36:12.406000+00:00,16.959274,76.291554,16.992957,76.224932,18.55,19,8.014263238571377
TRIP-10986,DRV-020,2024-06-09 19:45:08.333000+00:00,17.147907,76.25037,17.260123,76.276533,26.77,19,12.78357286489922
TRIP-34400,DRV-047,2024-06-28 20:09:40.421000+00:00,17.093503,76.241876,17.158756,76.174845,20.93,20,10.167788944339668
TRIP-41878,DRV-085,2024-06-10 17:47:49.951000+00:00,17.087618,76.29251,17.12983,76.163371,24.65,17,14.504621385011792
TRIP-10676,DRV-031,2024-06-05 17:45:52.214000+00:00,16.993351,76.179691,17.098695,76.185782,21.24,17,11.731602565020095
TRIP-44191,DRV-074,2024-06-11 20:47:03.849000+00:00,17.111937,76.189029,17.151525,76.247984,15.84,20,7.656569231645787
TRIP-49775,DRV-070,2024-06-28 20:17:45.351000+00:00,17.142365,76.293258,17.143434,76.40209,20.0,20,11.56453574593124
TRIP-37603,DRV-040,2024-06-17 17:48:53.610000+00:00,17.140034,76.348082,17.182052,76.292214,19.04,17,7.5539032163519675
TRIP-26666,DRV-019,2024-06-23 20:09:41.622000+00:00,17.106421,76.34332,17.149412,76.282428,15.62,20,8.044910236808278
TRIP-30049,DRV-095,2024-06-03 17:39:34.865000+00:00,17.142985,76.289617,17.286652,76.233159,26.48,17,17.063447122736243
TRIP-02903,DRV-053,2024-06-18 18:29:55.920000+00:00,17.002035,76.315739,16.979191,76.382418,16.2,18,7.531999453035653
TRIP-03311,DRV-027,2024-06-04 20:52:56.024000+00:00,17.131496,76.261073,17.051123,76.21552,16.68,20,10.164250905380905
TRIP-45914,DRV-024,2024-06-05 18:45:19.313000+00:00,17.023637,76.285309,17.028107,76.204901,16.22,18,8.563539530985912
TRIP-27996,DRV-083,2024-06-21 18:18:05.649000+00:00,17.084445,76.215805,17.053517,76.155482,16.82,18,7.276173783157011
TRIP-26104,DRV-008,2024-06-26 18:15:30.132000+00:00,16.983885,76.326577,17.013754,76.25178,17.75,18,8.619278284371479
TRIP-21304,DRV-041,2024-06-24 19:47:56.071000+00:00,16.973098,76.289328,16.905081,76.335424,21.53,19,9.013499687204549
TRIP-42724,DRV-058,2024-06-13 20:38:35.200000+00:00,17.116352,76.151538,17.030957,76.076972,19.73,20,12.368707838530199
TRIP-37954,DRV-080,2024-06-06 18:37:03.029000+00:00,17.10332,76.227722,17.152999,76.163114,18.43,18,8.811903507635337
TRIP-39547,DRV-026,2024-06-01 20:51:12.406000+00:00,17.070257,76.29497,17.102533,76.385303,20.53,20,10.250075808377497
TRIP-08222,DRV-041,2024-06-08 20:24:32.015000+00:00,17.085377,76.258666,17.024499,76.303785,16.56,20,8.296323129202152
TRIP-02204,DRV-059,2024-06-30 20:28:12.900000+00:00,17.095569,76.225406,17.148744,76.286491,19.88,20,8.780550307440327
TRIP-11363,DRV-064,2024-06-06 17:23:53.379000+00:00,17.034677,76.179674,16.974451,76.157698,14.46,17,7.09281695800145
TRIP-13725,DRV-049,2024-06-02 19:17:23.339000+00:00,16.988363,76.243927,16.928589,76.217252,16.67,19,7.22677210092878
TRIP-26606,DRV-057,2024-06-23 17:46:55.389000+00:00,17.152816,76.294761,17.158942,76.156955,30.48,17,14.657365373682032
TRIP-06778,DRV-028,2024-06-28 17:35:12.082000+00:00,16.972498,76.290008,17.028421,76.36319,20.47,17,9.96120301992104
TRIP-26227,DRV-021,2024-06-23 17:19:17.952000+00:00,17.049885,76.282535,17.112763,76.161395,23.73,17,14.651778780974142
TRIP-28115,DRV-088,2024-06-29 18:16:52.879000+00:00,16.984836,76.311475,17.048229,76.324613,13.15,18,7.186063606243522
TRIP-02733,DRV-040,2024-06-05 18:40:25.084000+00:00,17.105568,76.255465,16.974191,76.134776,31.91,18,19.443208805312565
TRIP-10431,DRV-021,2024-06-23 20:06:10.441000+00:00,17.010074,76.201455,17.100273,76.223768,17.61,20,10.306337647432544
TRIP-19181,DRV-036,2024-06-20 20:59:55.233000+00:00,17.005376,76.255989,16.966234,76.313784,16.27,20,7.531181530143407
TRIP-35401,DRV-084,2024-06-20 18:24:30.248000+00:00,17.064225,76.19646,17.002115,76.132665,18.25,18,9.679863794554867
TRIP-47348,DRV-080,2024-06-07 17:05:51.937000+00:00,16.966656,76.164801,16.89759,76.032753,30.73,17,16.00890561399501
TRIP-13628,DRV-097,2024-06-01 17:39:19.466000+00:00,17.0952,76.267739,17.223579,76.279399,25.93,17,14.328746324733803
TRIP-33043,DRV-006,2024-06-13 17:40:45.224000+00:00,17.088487,76.272055,17.084965,76.199463,15.56,17,7.725511819134282
TRIP-14357,DRV-059,2024-06-04 18:27:10.620000+00:00,16.997698,76.222481,17.002051,76.309769,17.49,18,9.294495673223178
TRIP-12199,DRV-056,2024-06-16 17:38:01.512000+00:00,16.998541,76.350038,16.931679,76.381617,19.36,17,8.1581427761506
TRIP-24555,DRV-051,2024-06-19 17:35:51.783000+00:00,17.065668,76.25488,17.15704,76.102358,33.63,17,19.130018358727764
TRIP-14816,DRV-094,2024-06-21 18:58:37.089000+00:00,17.058198,76.193148,17.088065,76.121183,14.21,18,8.339316582599276
TRIP-32325,DRV-029,2024-06-05 17:24:46.141000+00:00,16.976042,76.250879,17.029287,76.313176,15.46,17,8.884536929724392
TRIP-42746,DRV-022,2024-06-23 19:10:03.356000+00:00,17.051613,76.178745,17.079473,76.117522,14.21,19,7.207651373373108
TRIP-41587,DRV-025,2024-06-04 17:53:37.062000+00:00,17.057614,76.301777,17.118674,76.227749,17.47,17,10.392588111964999
TRIP-32920,DRV-063,2024-06-25 19:05:41.451000+00:00,17.017467,76.202774,16.884852,76.287562,25.05,19,17.285227886401167
TRIP-39634,DRV-086,2024-06-27 17:49:32.792000+00:00,17.058709,76.174391,17.033495,76.249263,18.72,17,8.438987818555358
TRIP-21138,DRV-033,2024-06-06 17:00:04.835000+00:00,17.090879,76.216241,17.195159,76.200683,25.17,17,11.712652942841332
TRIP-06120,DRV-050,2024-06-09 18:30:05.762000+00:00,16.961165,76.153964,16.925875,76.080276,15.29,18,8.76547405076815
TRIP-07616,DRV-080,2024-06-23 20:14:02.450000+00:00,17.055665,76.158261,17.140199,76.222414,26.15,20,11.612207579870207
TRIP-39934,DRV-071,2024-06-07 20:00:53.936000+00:00,17.087959,76.215135,17.046635,76.296801,20.97,20,9.822054476394907
TRIP-12525,DRV-043,2024-06-15 20:24:42.941000+00:00,17.119273,76.167862,17.13654,76.061064,23.98,20,11.509987491881837
TRIP-48683,DRV-088,2024-06-18 19:19:21.104000+00:00,17.1496,76.238239,17.075779,76.33067,22.91,19,12.801089469768957
TRIP-26098,DRV-099,2024-06-20 18:15:08.110000+00:00,17.060858,76.186895,17.16756,76.217498,22.7,18,12.302378848179819
TRIP-30254,DRV-048,2024-06-26 20:44:38.816000+00:00,17.039498,76.273261,16.987931,76.32435,15.86,20,7.898580687727519
TRIP-02860,DRV-069,2024-06-19 19:00:11.122000+00:00,16.992292,76.174574,16.96162,76.244791,19.5,19,8.20950554939638
TRIP-25890,DRV-043,2024-06-17 20:54:04.484000+00:00,17.008596,76.153161,17.01849,75.997961,25.12,20,16.538822447493953
TRIP-28528,DRV-081,2024-06-27 20:34:03.610000+00:00,16.965584,76.313487,16.903806,76.347479,18.56,20,7.762921220877616
TRIP-47872,DRV-066,2024-06-22 18:41:45.268000+00:00,17.052785,76.170751,17.029163,76.103741,17.11,18,7.592831861551393
TRIP-38534,DRV-052,2024-06-30 20:33:53.095000+00:00,17.117747,76.231163,17.007239,76.233659,18.22,20,12.290793145188228
TRIP-37552,DRV-025,2024-06-20 20:22:17.365000+00:00,17.027844,76.209171,17.072289,76.022908,42.39,20,20.408618495798795
TRIP-08954,DRV-022,2024-06-08 18:46:38.400000+00:00,17.12089,76.343626,17.127721,76.2556,20.17,18,9.384911524658566
TRIP-15628,DRV-082,2024-06-12 19:45:23.251000+00:00,16.974649,76.158177,16.908834,76.18174,15.82,19,7.7355904845673615
TRIP-15323,DRV-007,2024-06-27 17:15:45.269000+00:00,17.056465,76.258608,16.984718,76.316666,18.7,17,10.087255921772728
TRIP-10443,DRV-033,2024-06-07 20:11:26.368000+00:00,17.110192,76.206932,17.060591,76.156525,18.56,20,7.689196422735455
TRIP-23729,DRV-029,2024-06-20 19:49:20.194000+00:00,16.980783,76.276791,16.9169,76.248982,15.59,19,7.694703068600826
TRIP-02890,DRV-014,2024-06-12 20:29:03.388000+00:00,17.044934,76.274818,17.104911,76.231103,16.18,20,8.128255403243433
TRIP-11931,DRV-089,2024-06-23 20:51:10.850000+00:00,17.123875,76.254334,17.11486,76.182944,16.3,20,7.652431895000017
TRIP-10387,DRV-008,2024-06-21 18:11:52.313000+00:00,17.014259,76.264078,17.080336,76.340116,22.62,18,10.923757560605521
TRIP-39105,DRV-031,2024-06-20 18:04:24.710000+00:00,17.032812,76.198086,16.997503,76.109636,18.56,18,10.19131429093575
TRIP-49447,DRV-025,2024-06-05 20:28:11.194000+00:00,16.982699,76.230607,16.899933,76.232735,17.08,20,9.205942499962228
TRIP-26097,DRV-044,2024-06-27 18:27:20.856000+00:00,17.02443,76.333463,17.062191,76.404116,17.8,18,8.605163915879876
TRIP-02877,DRV-007,2024-06-03 20:14:45.633000+00:00,16.992003,76.261098,17.025504,76.178894,22.33,20,9.50153833665233
TRIP-10841,DRV-003,2024-06-13 18:28:32.483000+00:00,16.963954,76.233428,17.130733,76.253417,35.64,18,18.66633141652368
TRIP-12427,DRV-060,2024-06-26 17:23:00.049000+00:00,16.96308,76.295885,16.796923,76.314632,28.72,17,18.58318620889698
TRIP-03050,DRV-005,2024-06-04 17:00:31.364000+00:00,17.108622,76.169451,17.169703,76.20478,14.96,17,7.760285071177677
TRIP-48677,DRV-061,2024-06-03 19:29:39.966000+00:00,17.102948,76.30376,17.087615,76.486085,31.99,19,19.452729737093296
TRIP-05795,DRV-068,2024-06-10 19:20:58.864000+00:00,16.997035,76.161266,17.079464,76.126598,17.69,19,9.87898156740486
TRIP-20719,DRV-042,2024-06-06 19:06:50.994000+00:00,17.129977,76.228372,17.052528,76.200827,19.69,19,9.095949079345326
TRIP-13608,DRV-030,2024-06-03 18:11:29.307000+00:00,17.059449,76.269796,16.980462,76.257822,20.61,18,8.874747668077926
TRIP-17109,DRV-039,2024-06-11 18:38:50.862000+00:00,17.07856,76.155618,17.113635,76.231795,17.22,18,8.98665034556865
TRIP-04277,DRV-055,2024-06-18 17:56:11.469000+00:00,17.059547,76.276307,17.022734,76.167634,19.35,17,12.257066937448279
TRIP-03023,DRV-058,2024-06-01 20:52:17.530000+00:00,17.155596,76.234191,17.19081,76.142258,20.35,20,10.522407954721796
TRIP-04808,DRV-066,2024-06-10 20:05:42.943000+00:00,17.114817,76.345464,17.168469,76.280383,18.25,20,9.132981482542277
TRIP-49678,DRV-067,2024-06-19 18:08:34.779000+00:00,17.09276,76.157397,17.010556,76.127498,19.47,18,9.677524111935151
TRIP-04165,DRV-053,2024-06-27 18:58:59.827000+00:00,17.112329,76.297123,17.056088,76.383106,18.74,18,11.073846396851833
TRIP-49012,DRV-036,2024-06-10 18:01:54.912000+00:00,17.010145,76.239884,17.201512,76.235792,42.51,18,21.28348291107503
TRIP-33166,DRV-031,2024-06-24 19:44:28.323000+00:00,17.143529,76.246486,16.974835,76.323993,40.01,19,20.487648208152674
TRIP-06316,DRV-038,2024-06-05 20:11:28.394000+00:00,17.016289,76.331592,16.883042,76.339941,28.82,20,14.842979405866794
TRIP-07939,DRV-001,2024-06-19 17:41:38.893000+00:00,17.020327,76.328628,17.100938,76.346196,22.04,17,9.156010985608523
TRIP-03901,DRV-003,2024-06-03 19:44:36.750000+00:00,17.136038,76.314593,17.208841,76.257747,17.57,19,10.099812307754908
TRIP-09582,DRV-031,2024-06-21 18:38:05.305000+00:00,17.081632,76.165545,17.007702,76.113886,18.33,18,9.886356112662098
TRIP-12984,DRV-085,2024-06-28 18:08:22.200000+00:00,17.095848,76.258257,17.058149,76.329039,16.04,18,8.612594156636458
TRIP-00469,DRV-008,2024-06-22 18:34:24.802000+00:00,17.097526,76.192316,17.18042,76.241837,23.66,18,10.61359967772759
TRIP-04238,DRV-071,2024-06-15 19:58:26.218000+00:00,17.076263,76.254467,17.038638,76.175308,20.71,19,9.397537783012648
TRIP-38205,DRV-085,2024-06-21 19:42:33.654000+00:00,17.071102,76.338652,17.034257,76.393625,16.43,19,7.137035688758327
TRIP-42793,DRV-055,2024-06-16 17:08:45.887000+00:00,16.968062,76.251497,17.105651,76.213301,30.83,17,15.828952140489431
TRIP-18094,DRV-061,2024-06-24 19:41:50.209000+00:00,16.999432,76.291215,17.035467,76.36336,18.17,19,8.654376166942205
TRIP-22315,DRV-020,2024-06-09 19:04:39.174000+00:00,17.037774,76.244656,17.105063,76.302196,19.94,19,9.663941430164506
TRIP-14880,DRV-025,2024-06-11 18:53:24.481000+00:00,17.118036,76.259369,17.186664,76.274552,19.91,18,7.7997326785541095
TRIP-10503,DRV-098,2024-06-28 18:48:44.931000+00:00,16.973072,76.166624,16.931385,76.343641,33.97,18,19.390321930505497
TRIP-29575,DRV-090,2024-06-20 19:07:58.861000+00:00,17.125865,76.267327,17.05007,76.290249,15.66,19,8.773085593772937
TRIP-13290,DRV-021,2024-06-01 18:15:17.600000+00:00,17.068012,76.219529,17.008045,76.198785,17.16,18,7.02326996474985
TRIP-08040,DRV-068,2024-06-17 17:04:12.594000+00:00,17.022091,76.260728,17.076107,76.181144,20.34,17,10.375682477798508
TRIP-36164,DRV-045,2024-06-30 18:37:48.316000+00:00,17.021634,76.312641,16.963962,76.279886,17.33,18,7.2977366391909415
TRIP-36268,DRV-043,2024-06-27 17:06:01.542000+00:00,16.983688,76.321392,16.964471,76.425503,19.52,17,11.276609588508311
TRIP-19958,DRV-020,2024-06-29 20:09:19.994000+00:00,17.145968,76.238965,17.297558,76.108167,37.27,20,21.842932219174823
TRIP-37394,DRV-078,2024-06-17 17:17:06.973000+00:00,17.05325,76.313888,17.119026,76.292191,13.88,17,7.668907128127573
TRIP-49200,DRV-092,2024-06-17 20:55:17.592000+00:00,17.089331,76.251679,17.004647,76.223872,19.88,20,9.869548770403284
TRIP-32107,DRV-082,2024-06-17 19:16:02.583000+00:00,16.973625,76.329118,17.023896,76.277183,13.4,19,7.8578602490363965
TRIP-00893,DRV-040,2024-06-08 20:06:37.244000+00:00,17.123474,76.263865,17.209141,76.293659,21.02,20,10.037884474719355
TRIP-07023,DRV-054,2024-06-12 20:10:11.936000+00:00,17.062202,76.192266,16.997405,76.188327,16.73,20,7.2172584018057435
TRIP-28862,DRV-099,2024-06-30 18:25:10.602000+00:00,17.108227,76.241881,17.214064,76.252104,25.29,18,11.818551746651863
TRIP-17087,DRV-088,2024-06-19 20:11:47.856000+00:00,17.075402,76.28496,17.047782,76.404178,26.71,20,13.039851013159828
TRIP-31229,DRV-061,2024-06-03 18:16:41.710000+00:00,16.994754,76.169317,16.931827,76.217122,19.28,18,8.649358185845806
TRIP-28685,DRV-067,2024-06-11 20:37:45.412000+00:00,17.062723,76.169423,17.126583,76.195886,16.54,20,7.6376262884335615
TRIP-28146,DRV-063,2024-06-03 19:03:03.288000+00:00,17.085669,76.337778,17.116711,76.275352,17.61,19,7.478742642474594
TRIP-10056,DRV-009,2024-06-11 17:15:26.480000+00:00,17.056589,76.286724,17.090383,76.437578,29.65,17,16.469361176108524
